,Text,cleaned_text,cleaned_text_final,Topic
2578,"well, I'm happy with my dashboard driver, I've placed on my desk, and when I'm bored just push the botton and vader say something like "" I am your father....(breath) "", hahahah that always makes me laugh.. xDmust buy.","['well', 'im', 'happy', 'dashboard', 'driver', 'ive', 'placed', 'desk', 'im', 'bored', 'push', 'botton', 'vader', 'say', 'something', 'like', 'fatherbreath', 'hahahah', 'always', 'make', 'laugh', 'xdmust', 'buy']","['well', 'im', 'happy', 'dashboard', 'driver', 'ive', 'place', 'desk', 'im', 'bore', 'push', 'botton', 'vader', 'say', 'something', 'like', 'fatherbreath', 'hahahah', 'always', 'make', 'laugh', 'xdmust', 'buy']",4
2579,This has a light floral clean scent. I like smelling it on myself. It is not overpowering like many colognes out there. It was given to me as a gift but I would definately spend money on it.,"['light', 'floral', 'clean', 'scent', 'like', 'smelling', 'overpowering', 'like', 'many', 'cologne', 'given', 'gift', 'would', 'definately', 'spend', 'money']","['light', 'floral', 'clean', 'scent', 'like', 'smell', 'overpower', 'like', 'many', 'cologne', 'give', 'gift', 'would', 'definately', 'spend', 'money']",2
2580,I bought the Oster Pet Nail Grinder because I was taking our dog in every 2 weeks to a month to have his nails grinded. This grinder works well and has already paid for itself. It is very easy to use. We've only had it for about a month so I do hope it holds up well with use.,"['bought', 'oster', 'pet', 'nail', 'grinder', 'taking', 'dog', 'every', 'week', 'month', 'nail', 'grinded', 'grinder', 'work', 'well', 'already', 'paid', 'easy', 'use', 'weve', 'month', 'hope', 'hold', 'well', 'use']","['buy', 'oster', 'pet', 'nail', 'grinder', 'take', 'dog', 'every', 'week', 'month', 'nail', 'grind', 'grinder', 'work', 'well', 'already', 'pay', 'easy', 'use', 'weve', 'month', 'hope', 'hold', 'well', 'use']",3
2581,"Don't waste your $$. Nothing that the ads claim about this thing worked for me. It simply does not make your hair look even close to as smooth and pretty as the infomercial, nor is it easy to use as they show it. An overpriced piece of junk, and a total disappointment!","['dont', 'waste', 'nothing', 'ad', 'claim', 'thing', 'worked', 'simply', 'make', 'hair', 'look', 'even', 'close', 'smooth', 'pretty', 'infomercial', 'easy', 'use', 'show', 'overpriced', 'piece', 'junk', 'total', 'disappointment']","['dont', 'waste', 'nothing', 'ad', 'claim', 'thing', 'work', 'simply', 'make', 'hair', 'look', 'even', 'close', 'smooth', 'pretty', 'infomercial', 'easy', 'use', 'show', 'overprice', 'piece', 'junk', 'total', 'disappointment']",3
2582,"Hate to admit it, but my cat is getting way up there in age, and decided that the litter box was a little too inconvenient to use, and used the corner of the living room to do the number 1. Well, I cleaned that up, but a few days later, she decided to use the bedroom closet to leave another liquid gift. That cat now lives outside.LITERALLY hours of soaking, scrubbing, chemicals, the ""vinegar and baking soda"" trick later, the stain seemed to be gone, but a day or two later, THAT ODOR would return. More scrubbing, soaking, etc, and that would cure the problem for two days or so, but THAT ODOR would return again. I was ready to literally cut out areas of carpet.I found Simple Solution recommended on another web site, so I came to Amazon, and ordered some. Used it in the living room, ONCE, (thoroughly soaking the problem area, down to the pad -- that's important) and let it dry by itself.... no blotting. It's been three weeks and there is NO ODOR left, even with the nose to the carpet method. It's been one week for the bedroom closet, and I mean NO SMELL is left behind, other than a slight, slight, perfume smell from the Simple Solution. I have since vacuumed and steam cleaned the areas, hoping that the agitation wouldn't ""wake up"" the cat odors. They didn't, and I couldn't be more happier.The only thing I changed, was that I emptied a bottle of the Scrubbing Bubbles battery operated spray bottles, rinsed it out, and put the Simple Solution in it, so I wouldn't have to squeeze the spray trigger two thousand times to saturate the soiled area.","['hate', 'admit', 'cat', 'getting', 'way', 'age', 'decided', 'litter', 'box', 'little', 'inconvenient', 'use', 'used', 'corner', 'living', 'room', 'number', 'well', 'cleaned', 'day', 'later', 'decided', 'use', 'bedroom', 'closet', 'leave', 'another', 'liquid', 'gift', 'cat', 'life', 'outsideliterally', 'hour', 'soaking', 'scrubbing', 'chemical', 'vinegar', 'baking', 'soda', 'trick', 'later', 'stain', 'seemed', 'gone', 'day', 'two', 'later', 'odor', 'would', 'return', 'scrubbing', 'soaking', 'etc', 'would', 'cure', 'problem', 'two', 'day', 'odor', 'would', 'return', 'ready', 'literally', 'cut', 'area', 'carpeti', 'found', 'simple', 'solution', 'recommended', 'another', 'web', 'site', 'came', 'amazon', 'ordered', 'used', 'living', 'room', 'thoroughly', 'soaking', 'problem', 'area', 'pad', 'thats', 'important', 'let', 'dry', 'blotting', 'three', 'week', 'odor', 'left', 'even', 'nose', 'carpet', 'method', 'one', 'week', 'bedroom', 'closet', 'mean', 'smell', 'left', 'behind', 'slight', 'slight', 'perfume', 'smell', 'simple', 'solution', 'since', 'vacuumed', 'steam', 'cleaned', 'area', 'hoping', 'agitation', 'wouldnt', 'wake', 'cat', 'odor', 'didnt', 'couldnt', 'happierthe', 'thing', 'changed', 'emptied', 'bottle', 'scrubbing', 'bubble', 'battery', 'operated', 'spray', 'bottle', 'rinsed', 'put', 'simple', 'solution', 'wouldnt', 'squeeze', 'spray', 'trigger', 'two', 'thousand', 'time', 'saturate', 'soiled', 'area']","['hate', 'admit', 'cat', 'get', 'way', 'age', 'decide', 'litter', 'box', 'little', 'inconvenient', 'use', 'use', 'corner', 'live', 'room', 'number', 'well', 'clean', 'day', 'later', 'decide', 'use', 'bedroom', 'closet', 'leave', 'another', 'liquid', 'gift', 'cat', 'life', 'outsideliterally', 'hour', 'soak', 'scrub', 'chemical', 'vinegar', 'bake', 'soda', 'trick', 'later', 'stain', 'seem', 'go', 'day', 'two', 'late', 'odor', 'would', 'return', 'scrub', 'soak', 'etc', 'would', 'cure', 'problem', 'two', 'day', 'odor', 'would', 'return', 'ready', 'literally', 'cut', 'area', 'carpeti', 'find', 'simple', 'solution', 'recommend', 'another', 'web', 'site', 'come', 'amazon', 'order', 'use', 'living', 'room', 'thoroughly', 'soak', 'problem', 'area', 'pad', 'thats', 'important', 'let', 'dry', 'blotting', 'three', 'week', 'odor', 'leave', 'even', 'nose', 'carpet', 'method', 'one', 'week', 'bedroom', 'closet', 'mean', 'smell', 'leave', 'behind', 'slight', 'slight', 'perfume', 'smell', 'simple', 'solution', 'since', 'vacuum', 'steam', 'clean', 'area', 'hop', 'agitation', 'wouldnt', 'wake', 'cat', 'odor', 'didnt', 'couldnt', 'happierthe', 'thing', 'change', 'emptied', 'bottle', 'scrub', 'bubble', 'battery', 'operate', 'spray', 'bottle', 'rinse', 'put', 'simple', 'solution', 'wouldnt', 'squeeze', 'spray', 'trigger', 'two', 'thousand', 'time', 'saturate', 'soiled', 'area']",3
2583,"This ball is certainly indestructible, but my dog doesn't seem to enjoy it very much. We have hardwood floors and the plastic ball is extremely noisy on them, whether it is rolling or bouncing. I'm afraid it will roll into a wooden piece of furniture and make a dent in it, the ball is so tough. The only thing my dog can do with this 6"" ball is roll it around. She can't get her teeth around it, so normally she doesn't want anything to do with it. This would probably be a fun ball for outside in the grass if I had gotten the smaller version. Even though my dog is a medium-large sized dog, the 6"" ball is just too big.","['ball', 'certainly', 'indestructible', 'dog', 'doesnt', 'seem', 'enjoy', 'much', 'hardwood', 'floor', 'plastic', 'ball', 'extremely', 'noisy', 'whether', 'rolling', 'bouncing', 'im', 'afraid', 'roll', 'wooden', 'piece', 'furniture', 'make', 'dent', 'ball', 'tough', 'thing', 'dog', 'ball', 'roll', 'around', 'cant', 'get', 'teeth', 'around', 'normally', 'doesnt', 'want', 'anything', 'would', 'probably', 'fun', 'ball', 'outside', 'grass', 'gotten', 'smaller', 'version', 'even', 'though', 'dog', 'mediumlarge', 'sized', 'dog', 'ball', 'big']","['ball', 'certainly', 'indestructible', 'dog', 'doesnt', 'seem', 'enjoy', 'much', 'hardwood', 'floor', 'plastic', 'ball', 'extremely', 'noisy', 'whether', 'roll', 'bounce', 'im', 'afraid', 'roll', 'wooden', 'piece', 'furniture', 'make', 'dent', 'ball', 'tough', 'thing', 'dog', 'ball', 'roll', 'around', 'cant', 'get', 'teeth', 'around', 'normally', 'doesnt', 'want', 'anything', 'would', 'probably', 'fun', 'ball', 'outside', 'grass', 'get', 'small', 'version', 'even', 'though', 'dog', 'mediumlarge', 'size', 'dog', 'ball', 'big']",1
2584,"My son loves his V-smile, he plays it constantly. It really is a great product but I have a hard time believing this particular game is designed for a child under 6 years old, even though it is labeled for 4-7 year old children. There is a certain game where it is very difficult making the trains turn on the tracks in the direction of the letters. This is impossible for a young child I end up struggling with it, it is hard even for an adult to get that little train to turn! I don't think they properly tested this game. It is a cute idea and if you don't mind sitting there thoughout the game and helping with the difficult situations you'll be fine.","['son', 'love', 'vsmile', 'play', 'constantly', 'really', 'great', 'product', 'hard', 'time', 'believing', 'particular', 'game', 'designed', 'child', 'year', 'old', 'even', 'though', 'labeled', 'year', 'old', 'child', 'certain', 'game', 'difficult', 'making', 'train', 'turn', 'track', 'direction', 'letter', 'impossible', 'young', 'child', 'end', 'struggling', 'hard', 'even', 'adult', 'get', 'little', 'train', 'turn', 'dont', 'think', 'properly', 'tested', 'game', 'cute', 'idea', 'dont', 'mind', 'sitting', 'thoughout', 'game', 'helping', 'difficult', 'situation', 'youll', 'fine']","['son', 'love', 'vsmile', 'play', 'constantly', 'really', 'great', 'product', 'hard', 'time', 'believe', 'particular', 'game', 'design', 'child', 'year', 'old', 'even', 'though', 'label', 'year', 'old', 'child', 'certain', 'game', 'difficult', 'make', 'train', 'turn', 'track', 'direction', 'letter', 'impossible', 'young', 'child', 'end', 'struggle', 'hard', 'even', 'adult', 'get', 'little', 'train', 'turn', 'dont', 'think', 'properly', 'test', 'game', 'cute', 'idea', 'dont', 'mind', 'sit', 'thoughout', 'game', 'help', 'difficult', 'situation', 'youll', 'fine']",6
2585,"I don't actually dislike the product, my son likes it too. But the manufacturer could have done a better job. I also took off the deflector but my son actually likes it.","['dont', 'actually', 'dislike', 'product', 'son', 'like', 'manufacturer', 'could', 'done', 'better', 'job', 'also', 'took', 'deflector', 'son', 'actually', 'like']","['dont', 'actually', 'dislike', 'product', 'son', 'like', 'manufacturer', 'could', 'do', 'well', 'job', 'also', 'take', 'deflector', 'son', 'actually', 'like']",2
2586,"I received this for Christmas. Really like it. I like that there are all kinds of additional attachments but cannot find refills in stores, must order from Amazon and it takes 4-6 weeks to receive - Too long.","['received', 'christmas', 'really', 'like', 'like', 'kind', 'additional', 'attachment', 'can', 'not', 'find', 'refill', 'store', 'must', 'order', 'amazon', 'take', 'week', 'receive', 'long']","['receive', 'christmas', 'really', 'like', 'like', 'kind', 'additional', 'attachment', 'find', 'refill', 'store', 'must', 'order', 'amazon', 'take', 'week', 'receive', 'long']",1
2587,"I bought this item for my golden retriever at the suggestion of several friends who told me it was the best thing since sliced bread. They all said you only have to do it once a month and it seriously cuts down on the shedding. That is a bunch of bull!!! I spent almost an hour on Daisy the second time I used it and there is not much of a decrease in her shedding. I still have to vacume everday and it is sooo not worth the $50.00 I spent on it!!! Save your money, and buy a regular dog brush! Trust me there is no difference!","['bought', 'item', 'golden', 'retriever', 'suggestion', 'several', 'friend', 'told', 'best', 'thing', 'since', 'sliced', 'bread', 'said', 'month', 'seriously', 'cut', 'shedding', 'bunch', 'bull', 'spent', 'almost', 'hour', 'daisy', 'second', 'time', 'used', 'much', 'decrease', 'shedding', 'still', 'vacume', 'everday', 'sooo', 'worth', 'spent', 'save', 'money', 'buy', 'regular', 'dog', 'brush', 'trust', 'difference']","['bought', 'item', 'golden', 'retriever', 'suggestion', 'several', 'friend', 'tell', 'best', 'thing', 'since', 'slice', 'bread', 'say', 'month', 'seriously', 'cut', 'shed', 'bunch', 'bull', 'spend', 'almost', 'hour', 'daisy', 'second', 'time', 'use', 'much', 'decrease', 'shed', 'still', 'vacume', 'everday', 'sooo', 'worth', 'spent', 'save', 'money', 'buy', 'regular', 'dog', 'brush', 'trust', 'difference']",3
2588,"I had done quite a bit of reading and came across some chatter about this horse/pet product causing wonderful results on humans. This conditioner is marketed as a regrowth/rebuilder/repairer for animals' coats, skin, hoofs, paws. The claims of human hair regrowth/thickening were what interested me. There are quite a few comparisons to a similar product, Ovation Cell Therapy that is purported to be more expensive w/ similar or same ingredients. I have not tried Ovation nor have I bothered to do an ingredient comparison, but I can tell you that Ovation's manufacturer (DH Labs) = its parent company is EQyss - the company that makes Mega-Tek.I have ordered from Amazon (twice - got the small 2 oz size first to try, loved so much, went back and ordered the 16 fl oz full size.)Instructions are to apply as a conditioner, leave on for 5 min and then rinse out. I have used on a daily basis for a month and I LOVE it! Its white consistency is a little thicker than my ordinary daily conditioner, but not as thick as a deep conditioner. It has a light almost tropical scent.I started by using as an all over conditioner, which was great, but since no one can re-grow hair at the ends, and due to the expense, I have been using on only my scalp for the past few weeks and then letting the rinsing action coat the rest of my hair like a normal conditioner.I see less hair coming out when I rinse my hair and less on my hairbrush when styling. I can't speak to regrowth (I have a LOT of hair, but it is VERY fine, so I can't tell if there is regrowth) , but I can say it certainly does make my fine, color-treated layered bobbed hair look/feel thicker, fuller and like there is more of it and the effect, once I style and spray hairspray, lasts all day!From my bottle","['done', 'quite', 'bit', 'reading', 'came', 'across', 'chatter', 'horsepet', 'product', 'causing', 'wonderful', 'result', 'human', 'conditioner', 'marketed', 'regrowthrebuilderrepairer', 'animal', 'coat', 'skin', 'hoof', 'paw', 'claim', 'human', 'hair', 'regrowththickening', 'interested', 'quite', 'comparison', 'similar', 'product', 'ovation', 'cell', 'therapy', 'purported', 'expensive', 'w', 'similar', 'ingredient', 'tried', 'ovation', 'bothered', 'ingredient', 'comparison', 'tell', 'ovation', 'manufacturer', 'dh', 'lab', 'parent', 'company', 'eqyss', 'company', 'make', 'megateki', 'ordered', 'amazon', 'twice', 'got', 'small', 'oz', 'size', 'first', 'try', 'loved', 'much', 'went', 'back', 'ordered', 'fl', 'oz', 'full', 'sizeinstructions', 'apply', 'conditioner', 'leave', 'min', 'rinse', 'used', 'daily', 'basis', 'month', 'love', 'white', 'consistency', 'little', 'thicker', 'ordinary', 'daily', 'conditioner', 'thick', 'deep', 'conditioner', 'light', 'almost', 'tropical', 'scenti', 'started', 'using', 'conditioner', 'great', 'since', 'one', 'regrow', 'hair', 'end', 'due', 'expense', 'using', 'scalp', 'past', 'week', 'letting', 'rinsing', 'action', 'coat', 'rest', 'hair', 'like', 'normal', 'conditioneri', 'see', 'le', 'hair', 'coming', 'rinse', 'hair', 'le', 'hairbrush', 'styling', 'cant', 'speak', 'regrowth', 'lot', 'hair', 'fine', 'cant', 'tell', 'regrowth', 'say', 'certainly', 'make', 'fine', 'colortreated', 'layered', 'bobbed', 'hair', 'lookfeel', 'thicker', 'fuller', 'like', 'effect', 'style', 'spray', 'hairspray', 'last', 'dayfrom', 'bottle']","['do', 'quite', 'bit', 'read', 'come', 'across', 'chatter', 'horsepet', 'product', 'cause', 'wonderful', 'result', 'human', 'conditioner', 'market', 'regrowthrebuilderrepairer', 'animal', 'coat', 'skin', 'hoof', 'paw', 'claim', 'human', 'hair', 'regrowththickening', 'interested', 'quite', 'comparison', 'similar', 'product', 'ovation', 'cell', 'therapy', 'purport', 'expensive', 'w', 'similar', 'ingredient', 'try', 'ovation', 'bother', 'ingredient', 'comparison', 'tell', 'ovation', 'manufacturer', 'dh', 'lab', 'parent', 'company', 'eqyss', 'company', 'make', 'megateki', 'order', 'amazon', 'twice', 'get', 'small', 'oz', 'size', 'first', 'try', 'love', 'much', 'go', 'back', 'order', 'fl', 'oz', 'full', 'sizeinstructions', 'apply', 'conditioner', 'leave', 'min', 'rinse', 'use', 'daily', 'basis', 'month', 'love', 'white', 'consistency', 'little', 'thicker', 'ordinary', 'daily', 'conditioner', 'thick', 'deep', 'conditioner', 'light', 'almost', 'tropical', 'scenti', 'start', 'use', 'conditioner', 'great', 'since', 'one', 'regrow', 'hair', 'end', 'due', 'expense', 'use', 'scalp', 'past', 'week', 'let', 'rinse', 'action', 'coat', 'rest', 'hair', 'like', 'normal', 'conditioneri', 'see', 'le', 'hair', 'come', 'rinse', 'hair', 'le', 'hairbrush', 'styling', 'cant', 'speak', 'regrowth', 'lot', 'hair', 'fine', 'cant', 'tell', 'regrowth', 'say', 'certainly', 'make', 'fine', 'colortreated', 'layered', 'bob', 'hair', 'lookfeel', 'thicker', 'fuller', 'like', 'effect', 'style', 'spray', 'hairspray', 'last', 'dayfrom', 'bottle']",2
2589,"Before using this product I had never really colored my hair, but because the product was so easy to use I'll certainly be doing it much more often. I did have to bleach my hair first because its so dark, but it was worth the extra effort.","['using', 'product', 'never', 'really', 'colored', 'hair', 'product', 'easy', 'use', 'ill', 'certainly', 'much', 'often', 'bleach', 'hair', 'first', 'dark', 'worth', 'extra', 'effort']","['use', 'product', 'never', 'really', 'colored', 'hair', 'product', 'easy', 'use', 'ill', 'certainly', 'much', 'often', 'bleach', 'hair', 'first', 'dark', 'worth', 'extra', 'effort']",2
2590,1. the retractable cord is perfect for me..as i tend to leave it out all the time and can just retract the cord and lay it out of the way2. it looks so cool3. the heat settings are perfect...i always use high4. it's not as noisy and loud as my last one5. it just seems smoother,"['retractable', 'cord', 'perfect', 'meas', 'tend', 'leave', 'time', 'retract', 'cord', 'lay', 'way', 'look', 'cool', 'heat', 'setting', 'perfecti', 'always', 'use', 'high', 'noisy', 'loud', 'last', 'one', 'seems', 'smoother']","['retractable', 'cord', 'perfect', 'meas', 'tend', 'leave', 'time', 'retract', 'cord', 'lay', 'way', 'look', 'cool', 'heat', 'set', 'perfecti', 'always', 'use', 'high', 'noisy', 'loud', 'last', 'one', 'seem', 'smoother']",0
2591,"It's not perfect. My long-haired collie still barks but it's certainly better with the collar than without. It also seems to work better when she has a summer hair cut as the metal probes can reach her skin more easily.The other drawback of this collar is that the on/off/setting button is ANNOYING. Older models had a dial you could turn. On this model, you push and hold a little button for 2-3 seconds, let go, and the setting changes. For example, to change from correction level 1 to 2, you have to press and hold the button for 2-3 sec, then let go. If you want correction level 3, you have to do it again. After correction level 3, pressing the button and releasing takes you to Test mode. Then you can press it again to turn it off. Cycling through all of these settings is slow and frustrating, especially since you might release the button too soon (setting doesn't change) or you might hold it in too long.TIP:I have discovered a trick that I'm not sure is explained in the instructions. You can avoid cycling through all of these levels if e.g., your dog always needs correction level 3. When you're ready to turn the collar off, press and keep holding the button until you see if flash green, and then red (do NOT let go after it flashes green). When it flashes red, the unit is off. To turn it back on, press the button twice, and it will automatically take you back to the level you used last. [If I hadn't discovered this 'feature' of the collar, I think I would have given up on it a long time ago.]OVERALL:I would still buy this collar. I trust the brand in terms of my pet's safety. I just wish it were more effective at curbing the barking and that it weren't so annoying to use.","['perfect', 'longhaired', 'collie', 'still', 'bark', 'certainly', 'better', 'collar', 'without', 'also', 'seems', 'work', 'better', 'summer', 'hair', 'cut', 'metal', 'probe', 'reach', 'skin', 'easilythe', 'drawback', 'collar', 'onoffsetting', 'button', 'annoying', 'older', 'model', 'dial', 'could', 'turn', 'model', 'push', 'hold', 'little', 'button', 'second', 'let', 'go', 'setting', 'change', 'example', 'change', 'correction', 'level', 'press', 'hold', 'button', 'sec', 'let', 'go', 'want', 'correction', 'level', 'correction', 'level', 'pressing', 'button', 'releasing', 'take', 'test', 'mode', 'press', 'turn', 'cycling', 'setting', 'slow', 'frustrating', 'especially', 'since', 'might', 'release', 'button', 'soon', 'setting', 'doesnt', 'change', 'might', 'hold', 'longtipi', 'discovered', 'trick', 'im', 'sure', 'explained', 'instruction', 'avoid', 'cycling', 'level', 'eg', 'dog', 'always', 'need', 'correction', 'level', 'youre', 'ready', 'turn', 'collar', 'press', 'keep', 'holding', 'button', 'see', 'flash', 'green', 'red', 'let', 'go', 'flash', 'green', 'flash', 'red', 'unit', 'turn', 'back', 'press', 'button', 'twice', 'automatically', 'take', 'back', 'level', 'used', 'last', 'hadnt', 'discovered', 'feature', 'collar', 'think', 'would', 'given', 'long', 'time', 'agooveralli', 'would', 'still', 'buy', 'collar', 'trust', 'brand', 'term', 'pet', 'safety', 'wish', 'effective', 'curbing', 'barking', 'werent', 'annoying', 'use']","['perfect', 'longhaired', 'collie', 'still', 'bark', 'certainly', 'well', 'collar', 'without', 'also', 'seem', 'work', 'well', 'summer', 'hair', 'cut', 'metal', 'probe', 'reach', 'skin', 'easilythe', 'drawback', 'collar', 'onoffsetting', 'button', 'annoy', 'old', 'model', 'dial', 'could', 'turn', 'model', 'push', 'hold', 'little', 'button', 'second', 'let', 'go', 'set', 'change', 'example', 'change', 'correction', 'level', 'press', 'hold', 'button', 'sec', 'let', 'go', 'want', 'correction', 'level', 'correction', 'level', 'press', 'button', 'release', 'take', 'test', 'mode', 'press', 'turn', 'cycle', 'set', 'slow', 'frustrating', 'especially', 'since', 'might', 'release', 'button', 'soon', 'set', 'doesnt', 'change', 'might', 'hold', 'longtipi', 'discover', 'trick', 'im', 'sure', 'explain', 'instruction', 'avoid', 'cycle', 'level', 'eg', 'dog', 'always', 'need', 'correction', 'level', 'youre', 'ready', 'turn', 'collar', 'press', 'keep', 'hold', 'button', 'see', 'flash', 'green', 'red', 'let', 'go', 'flash', 'green', 'flash', 'red', 'unit', 'turn', 'back', 'press', 'button', 'twice', 'automatically', 'take', 'back', 'level', 'use', 'last', 'hadnt', 'discover', 'feature', 'collar', 'think', 'would', 'give', 'long', 'time', 'agooveralli', 'would', 'still', 'buy', 'collar', 'trust', 'brand', 'term', 'pet', 'safety', 'wish', 'effective', 'curb', 'bark', 'werent', 'annoying', 'use']",0
2592,"I started using Bella B Tummy Honey Butter when I was around 30 weeks pregnant (with twins). I previously used Palmers Tummy Butter, but couldn't find it in stores anymore. When looking for it online, I came across this and after reading all the positive reviews decided to give it a try. I was having a lot of problems with itching. I can honestly say it hasn't offered relief for me personally from that standpoint. I since have begun having problems with my entire body itching and can't seem to get much relief. I've tried many different topical products to no avail. My OB says it is due to hormones and since I am allergic to benadryl there really isn't anything that is safe for both me and the boys to try. So, I won't blame this product for not getting rid of the itch problem. Anyway, I slather this on very liberally every night. It is not ""non-greasy"". I wear a cotton camisole to bed each night so as not to make a mess of my sheets. It does seem to soak into my hands rather quickly, though. A tub will last me right at two weeks. The first two tubs I bought (in my first shipment) the texture was a bit gritty, but not in a rough, scratchy, irritating way. The third tub that I have begun using (different shipment) is not gritty, but rather very smooth. At 35 weeks pregnant now with just over 11 lbs of babies in me, my belly has really blossomed. I swear I'm bigger at lunchtime than I am when I get up in the morning. :-D I don't have a single stretch mark, at all, anywhere! I attribute it as much to this as anything.","['started', 'using', 'bella', 'b', 'tummy', 'honey', 'butter', 'around', 'week', 'pregnant', 'twin', 'previously', 'used', 'palmer', 'tummy', 'butter', 'couldnt', 'find', 'store', 'anymore', 'looking', 'online', 'came', 'across', 'reading', 'positive', 'review', 'decided', 'give', 'try', 'lot', 'problem', 'itching', 'honestly', 'say', 'hasnt', 'offered', 'relief', 'personally', 'standpoint', 'since', 'begun', 'problem', 'entire', 'body', 'itching', 'cant', 'seem', 'get', 'much', 'relief', 'ive', 'tried', 'many', 'different', 'topical', 'product', 'avail', 'ob', 'say', 'due', 'hormone', 'since', 'allergic', 'benadryl', 'really', 'isnt', 'anything', 'safe', 'boy', 'try', 'wont', 'blame', 'product', 'getting', 'rid', 'itch', 'problem', 'anyway', 'slather', 'liberally', 'every', 'night', 'nongreasy', 'wear', 'cotton', 'camisole', 'bed', 'night', 'make', 'mess', 'sheet', 'seem', 'soak', 'hand', 'rather', 'quickly', 'though', 'tub', 'last', 'right', 'two', 'week', 'first', 'two', 'tub', 'bought', 'first', 'shipment', 'texture', 'bit', 'gritty', 'rough', 'scratchy', 'irritating', 'way', 'third', 'tub', 'begun', 'using', 'different', 'shipment', 'gritty', 'rather', 'smooth', 'week', 'pregnant', 'lb', 'baby', 'belly', 'really', 'blossomed', 'swear', 'im', 'bigger', 'lunchtime', 'get', 'morning', 'dont', 'single', 'stretch', 'mark', 'anywhere', 'attribute', 'much', 'anything']","['start', 'use', 'bella', 'b', 'tummy', 'honey', 'butter', 'around', 'week', 'pregnant', 'twin', 'previously', 'use', 'palmer', 'tummy', 'butter', 'couldnt', 'find', 'store', 'anymore', 'look', 'online', 'come', 'across', 'read', 'positive', 'review', 'decide', 'give', 'try', 'lot', 'problem', 'itch', 'honestly', 'say', 'hasnt', 'offer', 'relief', 'personally', 'standpoint', 'since', 'begin', 'problem', 'entire', 'body', 'itch', 'cant', 'seem', 'get', 'much', 'relief', 'ive', 'try', 'many', 'different', 'topical', 'product', 'avail', 'ob', 'say', 'due', 'hormone', 'since', 'allergic', 'benadryl', 'really', 'isnt', 'anything', 'safe', 'boy', 'try', 'wont', 'blame', 'product', 'get', 'rid', 'itch', 'problem', 'anyway', 'slather', 'liberally', 'every', 'night', 'nongreasy', 'wear', 'cotton', 'camisole', 'bed', 'night', 'make', 'mess', 'sheet', 'seem', 'soak', 'hand', 'rather', 'quickly', 'though', 'tub', 'last', 'right', 'two', 'week', 'first', 'two', 'tub', 'buy', 'first', 'shipment', 'texture', 'bit', 'gritty', 'rough', 'scratchy', 'irritate', 'way', 'third', 'tub', 'begin', 'use', 'different', 'shipment', 'gritty', 'rather', 'smooth', 'week', 'pregnant', 'lb', 'baby', 'belly', 'really', 'blossom', 'swear', 'im', 'big', 'lunchtime', 'get', 'morning', 'dont', 'single', 'stretch', 'mark', 'anywhere', 'attribute', 'much', 'anything']",3
2593,I had heard great things said about the Furminator from friends so when shopping for it....I looked at alot of places and seen the price always around $50. I was able to purchase it thru Amazon for $30 which included shipping. It has worked just as my friends had told me except I was able to buy it for much less than they did.,"['heard', 'great', 'thing', 'said', 'furminator', 'friend', 'shopping', 'iti', 'looked', 'alot', 'place', 'seen', 'price', 'always', 'around', 'able', 'purchase', 'thru', 'amazon', 'included', 'shipping', 'worked', 'friend', 'told', 'except', 'able', 'buy', 'much', 'le']","['heard', 'great', 'thing', 'say', 'furminator', 'friend', 'shopping', 'iti', 'look', 'alot', 'place', 'see', 'price', 'always', 'around', 'able', 'purchase', 'thru', 'amazon', 'include', 'shipping', 'work', 'friend', 'tell', 'except', 'able', 'buy', 'much', 'le']",2
2594,"Transformers Movie Leader MegatronThis product is really awesome. Difficult to transform to vehicle mode, but then that's part of the fun. Don't buy it for your young kid though. It's for older kids like me (30). I'd recommend for any Transformer fan though. Overall it is well worth it.","['transformer', 'movie', 'leader', 'megatronthis', 'product', 'really', 'awesome', 'difficult', 'transform', 'vehicle', 'mode', 'thats', 'part', 'fun', 'dont', 'buy', 'young', 'kid', 'though', 'older', 'kid', 'like', 'id', 'recommend', 'transformer', 'fan', 'though', 'overall', 'well', 'worth']","['transformer', 'movie', 'leader', 'megatronthis', 'product', 'really', 'awesome', 'difficult', 'transform', 'vehicle', 'mode', 'thats', 'part', 'fun', 'dont', 'buy', 'young', 'kid', 'though', 'old', 'kid', 'like', 'id', 'recommend', 'transformer', 'fan', 'though', 'overall', 'well', 'worth']",6
2595,First of all this frong looks nothing like the picture. It has no body to it and is almost all long strings for the hair. IT looks a lot bigger in the picture than it really is. Any kind of dog could stread this in minutes. I was afraid to even give this to my dog for fear he'd eat it in two bites.,"['first', 'frong', 'look', 'nothing', 'like', 'picture', 'body', 'almost', 'long', 'string', 'hair', 'look', 'lot', 'bigger', 'picture', 'really', 'kind', 'dog', 'could', 'stread', 'minute', 'afraid', 'even', 'give', 'dog', 'fear', 'hed', 'eat', 'two', 'bite']","['first', 'frong', 'look', 'nothing', 'like', 'picture', 'body', 'almost', 'long', 'string', 'hair', 'look', 'lot', 'big', 'picture', 'really', 'kind', 'dog', 'could', 'stread', 'minute', 'afraid', 'even', 'give', 'dog', 'fear', 'hed', 'eat', 'two', 'bite']",4
